Cuerpo;Sentido
RT @tvn_deportes: Adiós #Rio2016TVN y muchas gracias a nuestro @TeamChile por su participación en estos JJ.OO. Gracias por la sintonía http…;Positivo
RT @Ptuchini: Oye @KarendTV tu traducción es tan mala como tu idea de ser primera dama, cállate un rato #Rio2016TVN;Negativo
RT @joa_2punto0: Lo único malo de  #Rio2016TVN fuero los comentarios de Karen Doggenweiler.....cero aporte...y con ese tonito de voz...todo…;Negativo
RT @TMarianela33: lo único fome de estos JJ.OO fue haber escuchado a #JorgeHevia y a #KarenDoggenweiler - UNA VERDADERA LATA �� #Rio2016TVN;Negativo
RT @TVN: Adiós #Rio2016TVN y muchas gracias a nuestro @TeamChile por su participación en estos JJ.OO. Gracias por la sintonía https://t.co/…;Positivo
RT @TVN: Adiós #Rio2016TVN y muchas gracias a nuestro @TeamChile por su participación en estos JJ.OO. Gracias por la sintonía https://t.co/…;Positivo
RT @tvn_deportes: Adiós #Rio2016TVN y muchas gracias a nuestro @TeamChile por su participación en estos JJ.OO. Gracias por la sintonía http…;Positivo
RT @TVN: Adiós #Rio2016TVN y muchas gracias a nuestro @TeamChile por su participación en estos JJ.OO. Gracias por la sintonía https://t.co/…;Positivo
RT @TVN: Adiós #Rio2016TVN y muchas gracias a nuestro @TeamChile por su participación en estos JJ.OO. Gracias por la sintonía https://t.co/…;Positivo
RT @tvn_deportes: Adiós #Rio2016TVN y muchas gracias a nuestro @TeamChile por su participación en estos JJ.OO. Gracias por la sintonía http…;Positivo
RT @Iberiazulgrana: Felicitaciones  #TVN por la transmisión  y dedicación a los JJ.OO. #Rio2016 #Rio2016TVN Buenos comentaristas especializ…;Positivo
RT @TVN: Adiós #Rio2016TVN y muchas gracias a nuestro @TeamChile por su participación en estos JJ.OO. Gracias por la sintonía https://t.co/…;Positivo
RT @TVN: Adiós #Rio2016TVN y muchas gracias a nuestro @TeamChile por su participación en estos JJ.OO. Gracias por la sintonía https://t.co/…;Positivo
RT @TVN: Adiós #Rio2016TVN y muchas gracias a nuestro @TeamChile por su participación en estos JJ.OO. Gracias por la sintonía https://t.co/…;Positivo
RT @TVN: Adiós #Rio2016TVN y muchas gracias a nuestro @TeamChile por su participación en estos JJ.OO. Gracias por la sintonía https://t.co/…;Positivo
RT @tvn_deportes: Adiós #Rio2016TVN y muchas gracias a nuestro @TeamChile por su participación en estos JJ.OO. Gracias por la sintonía http…;Positivo
RT @TVN: Adiós #Rio2016TVN y muchas gracias a nuestro @TeamChile por su participación en estos JJ.OO. Gracias por la sintonía https://t.co/…;Positivo
RT @TVN: Adiós #Rio2016TVN y muchas gracias a nuestro @TeamChile por su participación en estos JJ.OO. Gracias por la sintonía https://t.co/…;Positivo
RT @TVN: Adiós #Rio2016TVN y muchas gracias a nuestro @TeamChile por su participación en estos JJ.OO. Gracias por la sintonía https://t.co/…;Positivo
RT @TVN: Adiós #Rio2016TVN y muchas gracias a nuestro @TeamChile por su participación en estos JJ.OO. Gracias por la sintonía https://t.co/…;Positivo
Adiós #Rio2016TVN y muchas gracias a nuestro @TeamChile por su participación en estos JJ.OO. Gracias por la sintonía https://t.co/uJ4LNDAjJG;Positivo
Adiós #Rio2016TVN y muchas gracias a nuestro @TeamChile por su participación en estos JJ.OO. Gracias por la sintonía https://t.co/TdKbYnckbd;Positivo
RT @joa_2punto0: Lo único malo de  #Rio2016TVN fuero los comentarios de Karen Doggenweiler.....cero aporte...y con ese tonito de voz...todo…;Negativo
"#Rio2016TVN Gracias por enseñarnos cada 4 años que existen guerreros en nuestro país, que se llaman deportistas ;) ;) excelente trabajo.";Positivo
Felicitaciones  #TVN por la transmisión  y dedicación a los JJ.OO. #Rio2016 #Rio2016TVN Buenos comentaristas especializados;Positivo
RT @paulama14930450: Al fin!! La maravilla de la samba!! #CarnavalEnRio #Rio2016TVN #CeremoniaDeClausura ��������;Positivo
#Rio2016TVN Gracias totales!!!;Positivo
Si Pedrito, cumplieron pero pucha que sufrimos con la Karen #karendtv #Rio2016TVN;Negativo
#Rio2016TVN racistas los de @tvn_deportes aparece una modelo Victoria S yalabanzas altiro pero ni hablan del show con mulatas(os) regias(os);Negativo
GRANDE PEDRO CARCURO, GENIALES PALABRAS, TOTALMENTE DE ACUERDO, UNA OBLIGACION PARA TRANMITIR DEPORTE GRACIAS TOTALES #rio2016tvn;Positivo
Fuera buena o mala las transmisiones tvn se la jugo con dar los juegos olimpicos asique agradecido #Rio2016TVN;Positivo
RT @ProfeRama: Se apago la #llamaOlimpica podrían aprovechar de apagar el micrófono de la @KarendTV en #Rio2016TVN;Negativo
El aweonao del Hevia tenía que ser el que golpeteaba la mesa #Rio2016TVN;Negativo
RT @AMIratzagorria: Esperamos que Karen Doggenweiller no aparezca más hasta los #JuegosOlimpicos de Tokio #Rio2016TVN;Negativo
Que van a hacer los ridiculos de TVN #Rio2016TVN;Negativo
#Rio2016TVN Espectacular cierre baile, color, alegría y mucha vida,  Bravo Brasil,  que ritmo mas contagioso,;Positivo
Que lindo todo!! que ganas de estar ahí y bailar esa hermosa música, me encanta Brasil!! @TVN #Rio2016TVN  #CeremoniaDeClausura;Positivo
Esperamos que Karen Doggenweiller no aparezca más hasta los #JuegosOlimpicos de Tokio #Rio2016TVN;Negativo
Una verdadera fiesta brasilera...bonito cierre de #Rio2016 #Rio2016TVN #JuegosOlimpicos;Positivo
RT @sapasaar: #Rio2016TVN Ayyy los voy a extrañar...buenisima transmision...abrazos desde mi Talca querido para @KarendTV #PietroCarcuro y…;Positivo
RT @ELTVBASURA: @TVN cumpliendo a cabalidad lo que es un canal con mision pública me parece correcto que den la ceremonia completa  #Rio201…;Positivo
Que entrete los deportistas todos bailando en circulo #Rio2016TVN;Positivo
RT @Maros1000: Gracias Tvn por su aporte al deporte y cultura!!!! #rio2016tvn;Positivo
RT @marcequirogap: @KarendTV tuve que cambiar la tele!! Que onda lo desagradable!! El golpeteo!! Uds cantando!! Dejen escuchar la fiesta de…;Negativo
RT @Ptuchini: Hasta el última día @tvn haciéndonos desagradable ver los JJOO #Rio2016TVN;Negativo
RT @Gabii_zumaran5: Con el mejor ánimo el comentario pero no vuelvan a poner a la Karen para animar los Juegos Olímpicos  #Rio2016TVN;Negativo
@TVN cumpliendo a cabalidad lo que es un canal con mision pública me parece correcto que den la ceremonia completa  #Rio2016TVN;Positivo
TVN SON UNOS CAGONES NO TRANSMITIERON EN VIVO LAS COMPETENCIAS ATLETICAS GRANDE ESPN !!!!! #Rio2016TVN;Negativo
RT @Luchito78: Gracias @TVN Por Televisar tremendo espectáculo! #Rio2016TVN @michaelmullers @KarendTV;Positivo
RT @marcequirogap: @KarendTV tuve que cambiar la tele!! Que onda lo desagradable!! El golpeteo!! Uds cantando!! Dejen escuchar la fiesta de…;Negativo
A pesar de los cagazos, felicitaciones a @TVN por transmitir dos semanas casi todo el dia solo deporte. Televisión de calidad. #Rio2016TVN;Positivo
RT @jessyaleja544: Hermosos JJOO #Rio2016TVN, #NOMasAFP #YoDefiendoLaMatroneria Un gran mes para nosotr@s #MatroneriaEsVocacion ❤️❤️❤️❤️❤️…;Positivo
Gracias @TVN Por Televisar tremendo espectáculo! #Rio2016TVN @michaelmullers @KarendTV;Positivo
Hasta el última día @tvn haciéndonos desagradable ver los JJOO #Rio2016TVN;Negativo
RT @ProfeRama: Se apago la #llamaOlimpica podrían aprovechar de apagar el micrófono de la @KarendTV en #Rio2016TVN;Negativo
Con el mejor ánimo el comentario pero no vuelvan a poner a la Karen para animar los Juegos Olímpicos  #Rio2016TVN;Negativo
RT @ProfeRama: Se apago la #llamaOlimpica podrían aprovechar de apagar el micrófono de la @KarendTV en #Rio2016TVN;Negativo
Al fin!! La maravilla de la samba!! #CarnavalEnRio #Rio2016TVN #CeremoniaDeClausura ��������;Positivo
@KarendTV tuve que cambiar la tele!! Que onda lo desagradable!! El golpeteo!! Uds cantando!! Dejen escuchar la fiesta de #Rio2016TVN q lata!;Negativo
Se apago la #llamaOlimpica podrían aprovechar de apagar el micrófono de la @KarendTV en #Rio2016TVN;Negativo
#Rio2016TVN Felicitaciones por el tremendo trabajo....;Positivo
Estupenda @iza_goulart en #Rio2016TVN;Positivo
RT @marcequirogap: #Rio2016TVN @KarendTV seria ideal que dejaran de golpetear los lapices con las hojas porfa!!! Para poder escuchar bien l…;Negativo
RT @zonadeportiva1: #Rio2016TVN Gracias Amigos de TVN por traernos la fiesta del Deporte Olimpico, felicitaciones a los periodistas y todos…;Positivo
#Rio2016TVN @KarendTV seria ideal que dejaran de golpetear los lapices con las hojas porfa!!! Para poder escuchar bien la musica;Negativo
RT @joa_2punto0: Lo único malo de  #Rio2016TVN fuero los comentarios de Karen Doggenweiler.....cero aporte...y con ese tonito de voz...todo…;Negativo
RT @kekonarmero: Que triste, un vacío enorme #Rio2016TVN;Negativo
Gracias Tvn por su aporte al deporte y cultura!!!! #rio2016tvn;Positivo
#Rio2016TVN por que NO se quedan callado por favor, quiero ver el desfile y solo escuchar ese samba e festa porra Karen callate por favor;Negativo
Cortenle el micrófono al wn que está silbando #Rio2016TVN;Negativo
Es una lástima q se acabe #Rio2016TVN, es una linda fiesta en torno al deporte, voy a extrañar las tardes viendo las competencias...;Negativo
#Rio2016TVN karen. Cállate deja escuchar! !!!!;Negativo
Que triste, un vacío enorme #Rio2016TVN;Negativo
RT @pablourbina_cl: Buen trabajo @TVN. Felicitaciones a @michaelmullers y todo el equipo #Rio2016TVN x acercar el deporte a todo el país. ��;Positivo
RT @PaulaVargas_DF: muy bien @TVN por la transmisión de los JJOO, ver en directo competencias de este nivel son por lejos lo más inspirador…;Positivo
RT @michaelmullers: #Rio2016TVN públicamente gracias a nuestros 27 comentaristas y 3 relatores que colaboraron en las transmisiones de TVN.…;Positivo
Felicidades al Equipo de Área Depotiva de TVN,por su buena cobertura jugandose toda la Prog. Diaria y dio sus primeros frutos #Rio2016TVN;Positivo
Qué feo lo de las butacas vacías. No había forma de llenarlas con escolares, por ej? #Rio2016TVN;Negativo
Por fin la música, el discurso ya me tenía aburrida #Rio2016 #Rio2016TVN  #CeremoniaDeClausura;Negativo
Grande TVN al fin algo nuevo en la TV chilena se pasaron por dar #Rio2016TVN todos los JJOO. Felicitaciones y GRACIAS TOTALES !!!;Positivo
#Rio2016TVN felicidades tvn. Mis hijos de 3 y 4 años extrañaran las tardes de deportes. Una linda forma de aprender que no todo futbol;Positivo
RT @PrisMonVe: Horrible ver los JJOO en TVN. Menos mal tengo ESPN. #Rio2016TVN;Negativo
RT @michaelmullers: #Rio2016TVN públicamente gracias a nuestros 27 comentaristas y 3 relatores que colaboraron en las transmisiones de TVN.…;Positivo
RT @pablourbina_cl: Buen trabajo @TVN. Felicitaciones a @michaelmullers y todo el equipo #Rio2016TVN x acercar el deporte a todo el país. ��;Positivo
RT @Catita_Mora_U: Hagamos un favor a Chile, callen a la Karen @TVN #Rio2016TVN;Negativo
Buen trabajo @TVN. Felicitaciones a @michaelmullers y todo el equipo #Rio2016TVN x acercar el deporte a todo el país. ��;Positivo
RT @Catita_Mora_U: Hagamos un favor a Chile, callen a la Karen @TVN #Rio2016TVN;Negativo
#Rio2016TVN realmente una falta de respeto los comerciales al medio de la ceremonia.;Negativo
LOS QUIERO FELICITAR  POR REGALARNOS EL PREVILEGIO DE DISFRUTAR DE CADA JUEGO DEPORTIVO Y DE ESTE CIERRE GRACIAS TVN #Rio2016TVN;Positivo
RT @Catita_Mora_U: Hagamos un favor a Chile, callen a la Karen @TVN #Rio2016TVN;Negativo
"RT @Cristianc78: #Rio2016TVN lamentablemente en Chile el @Mineduc solo busca que \""pasemos materia\"" para el #Simce y la #PSU. El deporte cas…";Negativo
No los transmitirá. Con suerte dirá algo, a la rápida, durante las noticias, en la media hora de fútbol. #Rio2016TVN https://t.co/PJBQK5JCDQ;Negativo
RT @caro_borquez: Wn horrible los comentarios que he leido burlandose #Rio2016TVN;Negativo
#Rio2016TVN FELIZ CON EL CIERRE DE LOS JUEGOS OLÍMPICOS!AMO EL DEPORTE Y PORQUE  ES UN PREVILEGIO DISFRUTAR  DE ESTE HERMOSO  ESPECTÁCULO;Positivo
RT @michaelmullers: #Rio2016TVN públicamente gracias a nuestros 27 comentaristas y 3 relatores que colaboraron en las transmisiones de TVN.…;Positivo
Wn horrible los comentarios que he leido burlandose #Rio2016TVN;Negativo
#Rio2016TVN  tápate la Boca Karen ...!!!;Negativo
RT @Ptuchini: Oye @KarendTV tu traducción es tan mala como tu idea de ser primera dama, cállate un rato #Rio2016TVN;Negativo
Horrible ver los JJOO en TVN. Menos mal tengo ESPN. #Rio2016TVN;Negativo
RT @michaelmullers: #Rio2016TVN públicamente gracias a nuestros 27 comentaristas y 3 relatores que colaboraron en las transmisiones de TVN.…;Positivo
RT @Catita_Mora_U: Hagamos un favor a Chile, callen a la Karen @TVN #Rio2016TVN;Negativo
Hagamos un favor a Chile, callen a la Karen @TVN #Rio2016TVN;Negativo
RT @michaelmullers: #Rio2016TVN públicamente gracias a nuestros 27 comentaristas y 3 relatores que colaboraron en las transmisiones de TVN.…;Positivo
Oye @KarendTV tu traducción es tan mala como tu idea de ser primera dama, cállate un rato #Rio2016TVN;Negativo
El mejor comentarista lejos de #Rio2016TVN es @gustavohuerta dio gusto escucharlo...;Positivo
RT @PanchoHuerta87: CALLENSEE!!! queremos escuchar el sonido ambiente del estadio, a nadie le importa los padres adoptivos de barbara river…;Negativo
Cállate Doggenweiler si entendemos lo que dice Rio2016TVN;Negativo
Y dale con traducir ... Callate wna #Rio2016TVN;Negativo
Fenomenal la presentación de #Tokyo2020 en #Rio2016 #Rio2016TVN;Positivo
RT @Ptuchini: Espero q para el 2020 el Carcuro este en un asilo, la Doggenweiler en el congelador d TVN y el Hevia haya desaparecido del mu…;Negativo
Notable que usaran la canción de ganar una etapa en Mario Bros. Jajaja #RiotoTokyo #Rio2016TVN;Positivo
Espero q para el 2020 el Carcuro este en un asilo, la Doggenweiler en el congelador d TVN y el Hevia haya desaparecido del mundo #Rio2016TVN;Negativo
Genial el video promocional a #Tokyo2020 aguante Mario! xd #Rio2016TVN #CeremoniaDeClausura;Positivo
Que puedo decir!!!!  #Rio2016TVN alucinante...maravilloso  anticipó....;Positivo
Ya me está gustando Tokio 2020 #SuperCampeones #SuperMario #doraemon #Rio2016TVN;Positivo
#Rio2016TVN @ManuelDTP @ClaudiaPerelman Excelente ceremonia de clausura de #Rio2016;Positivo
El mayor acierto de @TVN fue tener los #JuegosOlimpicos ha sido la programación de mayor calidad del año, felicidades #Rio2016TVN #Rio2016;Positivo
RT @tahienglish: Felicito a todo el equipo de @Tvndeportes en especial a mis compañeros portaleanos @panchonavarrete y @gustavohuerta #Rio2…;Positivo
Hermosa ceremonia de Clausura de los J.J.O.O. Río 2016. Los extrañaré #Rio2016TVN;Positivo
RT @MauricioAzua: Ahora falta que den el programa del Homecenter sobre cómo instalar un guater y la hacen de oro. RASCA la transmisión de c…;Negativo
#Rio2016TVN por favor callen a Carcuro... habla puras wevadas. .. dejen escuchar y de aquí hasta que termine sin comerciales;Negativo
Que lástima no ver a @MichaelPhelps @UsainBoltDaily en #CeremoniaDeClausura  #Rio2016TVN;Negativo
Que bello gesto los atletas entregando flores a los voluntarios #Rio2016TVN @KarendTV @gustavohuerta no quiero que se acaben los JJOO;Positivo
#Rio2016TVN lo peor de rio, la karen. Chucha que habla weas;Negativo
RT @OtizDoris: Estas semanas uds fueron una excelente compañía, se les va a extrañar mucho GRACIAS son un excelente equipo #Rio2016TVN @Kar…;Positivo
RT @genesismoralesp: #Rio2016TVN una falta de respeto que cada 15 min. Den comerciales, espero sigan al deporte chileno como se debe y no s…;Negativo
#Rio2016TVN El fracaso del deporte chileno, es la demostración empírica de la corrupción e ineptitud de quienes nos gobiernan.;Negativo
Que emoción recibir las medallas con esa cantidad de gente #Maraton #JuegosOlimpicos #Rio2016 #Rio2016TVN #Oro;Positivo
RT @michaelmullers: #Rio2016TVN públicamente gracias a nuestros 27 comentaristas y 3 relatores que colaboraron en las transmisiones de TVN.…;Positivo
RT @michaelmullers: #Rio2016TVN públicamente gracias a nuestros 27 comentaristas y 3 relatores que colaboraron en las transmisiones de TVN.…;Positivo
Hay que ser valiente para correr una maratón , más valiente aún para hacer las declaraciones que hizo el etíope #Rio2016TVN #maratonRio2016;Positivo
RT @luchenzo_penha: #rio2016tvn hola Pedro y equipo, felicitaciones por la transmisión, una consulta, cuales eran las canciones usadas para…;Positivo
RT @michaelmullers: #Rio2016TVN públicamente gracias a nuestros 27 comentaristas y 3 relatores que colaboraron en las transmisiones de TVN.…;Positivo
#Rio2016TVN que maravilla escuchar un hombre que sabe tanto de música y una voz cálida  felicitaciones por la transmisión;Positivo
RT @sapasaar: #Rio2016TVN Ayyy los voy a extrañar...buenisima transmision...abrazos desde mi Talca querido para @KarendTV #PietroCarcuro y…;Positivo
RT @tahienglish: Felicito a todo el equipo de @Tvndeportes en especial a mis compañeros portaleanos @panchonavarrete y @gustavohuerta #Rio2…;Positivo
RT @hernanmura: Exelente el comentario de @sekeitel sabe mucho del atletismo gran aporte deberían darle un programa para que sigamos aprend…;Positivo
RT @Clarinity: #Rio2016TVN fue un agrado ver los JJOO y la participacion de @sekeitel  notable;Positivo
RT @zonadeportiva1: #Rio2016TVN Gracias Amigos de TVN por traernos la fiesta del Deporte Olimpico, felicitaciones a los periodistas y todos…;Positivo
Muy bueno el trabajo de TVN, transmitiendo todas las disciplinas deportivas de estas olimpiadas #Rio2016TVN;Positivo
Me encanta la música brasileña...es de lo mejor #rio2016tvn;Positivo
#Rio2016TVN bien TVN en poner como comentaristas a deportistas, dieron muchos tips interesantes y explicaron bien las disciplinas;Positivo
Por favor...Carcuro y Karen, hablen lo justo...digo para poder escuchar la ceremonia de clausura #Rio2016TVN;Negativo
Cállense weon dejen escuchar la ceremonia #Rio2016TVN ! Periodistas cierren la bocaaaa;Negativo
@ManuelDTP @KarendTV @ClaudiaPerelman @pabloramosg gracias por transmitir los juegos, fueron Lo mejor! #Rio2016TVN;Positivo
RT @Vodkako91: Hoy sera la ultima vez q les dire METANSE LOS COMERCIALES EN LA RAJA Wnes nefastos de @TVN  #Rio2016TVN;Negativo
RT @genesismoralesp: #Rio2016TVN una falta de respeto que cada 15 min. Den comerciales, espero sigan al deporte chileno como se debe y no s…;Negativo
#Rio2016TVN gracis tvn por trasmitir de tan buena manera estos magnificos juegos olimpicos me encantaria participar ¡¡;Positivo
Cero aporte @KarendTV en #Rio2016TVN que lata!!! https://t.co/an0W667cFl;Negativo
RT @eduhf: Q terrible no se callan nunca ni dejan escuchar #Rio2016TVN me cambio a DirecTV mejor xao;Negativo
RT @tahienglish: Felicito a todo el equipo de @Tvndeportes en especial a mis compañeros portaleanos @panchonavarrete y @gustavohuerta #Rio2…;Positivo
RT @Geri_azul: Pucha no quiero que terminen era mi entretención del dia ��  #Rio2016TVN;Negativo
RT @Oratoide: Que hipocresía el comité olímpico, se indignan con un saludo, pero nada contra #Israel que requisa implementos de Palestinos…;Negativo
RT @genesismoralesp: #Rio2016TVN una falta de respeto que cada 15 min. Den comerciales, espero sigan al deporte chileno como se debe y no s…;Negativo
RT @OtizDoris: Estas semanas uds fueron una excelente compañía, se les va a extrañar mucho GRACIAS son un excelente equipo #Rio2016TVN @Kar…;Positivo
RT @michaelmullers: #Rio2016TVN públicamente gracias a nuestros 27 comentaristas y 3 relatores que colaboraron en las transmisiones de TVN.…;Positivo
RT @Vodkako91: Hoy sera la ultima vez q les dire METANSE LOS COMERCIALES EN LA RAJA Wnes nefastos de @TVN  #Rio2016TVN;Negativo
RT @jessyaleja544: Hermosos JJOO #Rio2016TVN, #NOMasAFP #YoDefiendoLaMatroneria Un gran mes para nosotr@s #MatroneriaEsVocacion ❤️❤️❤️❤️❤️…;Positivo
Q terrible no se callan nunca ni dejan escuchar #Rio2016TVN me cambio a DirecTV mejor xao;Negativo
RT @OtizDoris: Estas semanas uds fueron una excelente compañía, se les va a extrañar mucho GRACIAS son un excelente equipo #Rio2016TVN @Kar…;Positivo
RT @sapasaar: #Rio2016TVN Ayyy los voy a extrañar...buenisima transmision...abrazos desde mi Talca querido para @KarendTV #PietroCarcuro y…;Positivo
RT @jessyaleja544: Hermosos JJOO #Rio2016TVN, #NOMasAFP #YoDefiendoLaMatroneria Un gran mes para nosotr@s #MatroneriaEsVocacion ❤️❤️❤️❤️❤️…;Positivo
#Rio2016TVN  Gracias muchachos por esa magnífica transmision. Medalla de oro para uds. Saludos desde Calama, Carolina.;Positivo
RT @tahienglish: Felicito a todo el equipo de @Tvndeportes en especial a mis compañeros portaleanos @panchonavarrete y @gustavohuerta #Rio2…;Positivo
Cállate Carcuro.. #Rio2016TVN;Negativo
"#Rio2016TVN lamentablemente en Chile el @Mineduc solo busca que \""pasemos materia\"" para el #Simce y la #PSU. El deporte casi no existe.";Negativo
RT @jessyaleja544: Hermosos JJOO #Rio2016TVN, #NOMasAFP #YoDefiendoLaMatroneria Un gran mes para nosotr@s #MatroneriaEsVocacion ❤️❤️❤️❤️❤️…;Positivo
RT @tahienglish: Felicito a todo el equipo de @Tvndeportes en especial a mis compañeros portaleanos @panchonavarrete y @gustavohuerta #Rio2…;Positivo
RT @tahienglish: Felicito a todo el equipo de @Tvndeportes en especial a mis compañeros portaleanos @panchonavarrete y @gustavohuerta #Rio2…;Positivo
Que pena q se acaban los juegos,aprendí mucho de las técnicas deportivas ,muchas gracias,b buenísimas transmisiones #Rio2016TVN;Positivo
@TVN Que pais más lindo es Brasil y su música y mujeres. Lindo espectáculo  #Rio2016TVN;Positivo
#Rio2016TVN. Extraordinaria la transmisión del equipo medalla de oro para ustedes tvn;Positivo
Felicito a todo el equipo de @Tvndeportes en especial a mis compañeros portaleanos @panchonavarrete y @gustavohuerta #Rio2016TVN;Positivo
RT @XimenaAG70: Ohh se terminan los JJOO #Rio2016TVN gracias por entregar unos días de gloria junto al deporte,#Chile tiene q ponerse las p…;Positivo
RT @genesismoralesp: #Rio2016TVN una falta de respeto que cada 15 min. Den comerciales, espero sigan al deporte chileno como se debe y no s…;Negativo
La #CeremoniaDeClausura de #Rio2016TVN  Aquí en Chile es un asco, con tanto comercial;Negativo
Felicito todo el trabajo realizado para llevar a nuestros hogares los juegos Olímpicos #Rio2016TVN;Positivo
RT @OtizDoris: Estas semanas uds fueron una excelente compañía, se les va a extrañar mucho GRACIAS son un excelente equipo #Rio2016TVN @Kar…;Positivo
Que clausura más desordenada niun brillo #Rio2016TVN;Negativo
Felicidades a todos los que partisiparon en las transmiciones ...muy muy buenas #Rio2016TVN;Positivo
#rio2016tvn hola Pedro y equipo, felicitaciones por la transmisión, una consulta, cuales eran las canciones usadas para ir a comerciales?;Positivo
RT @OtizDoris: Estas semanas uds fueron una excelente compañía, se les va a extrañar mucho GRACIAS son un excelente equipo #Rio2016TVN @Kar…;Positivo
RT @sapasaar: #Rio2016TVN Ayyy los voy a extrañar...buenisima transmision...abrazos desde mi Talca querido para @KarendTV #PietroCarcuro y…;Positivo
#Rio2016TVN una falta de respeto que cada 15 min. Den comerciales, espero sigan al deporte chileno como se debe y no solo al fútbol.;Negativo
RT @zonadeportiva1: #Rio2016TVN Gracias Amigos de TVN por traernos la fiesta del Deporte Olimpico, felicitaciones a los periodistas y todos…;Positivo
#Rio2016TVN gracias TVN por tan linda transmisión. Fue maravillosa. Emocionante la llegada de B.Riveros ayer y de Aravena hoy en el maraton;Positivo
#Rio2016TVN Me encanto que transmitieran todos los días y que les fuera bien...ojalá sea el comienzo de una nueva etapa en el canal;Positivo
RT @jessyaleja544: Hermosos JJOO #Rio2016TVN, #NOMasAFP #YoDefiendoLaMatroneria Un gran mes para nosotr@s #MatroneriaEsVocacion ❤️❤️❤️❤️❤️…;Positivo
Que hipocresía el comité olímpico, se indignan con un saludo, pero nada contra #Israel que requisa implementos de Palestinos #Rio2016TVN;Negativo
RT @Oscarulz: Karen, insufrible y nefasta su participacion en las transmisiones. No hayan donde meterte @KarendTV #Rio2016TVN;Negativo
RT @jessyaleja544: Hermosos JJOO #Rio2016TVN, #NOMasAFP #YoDefiendoLaMatroneria Un gran mes para nosotr@s #MatroneriaEsVocacion ❤️❤️❤️❤️❤️…;Positivo
@layayi2010 @TVN gracias, es que me gusta escuchar a Pedro Carcuro :) #CeremoniaDeClausura #Rio2016TVN;Positivo
RT @Oscarulz: Karen, insufrible y nefasta su participacion en las transmisiones. No hayan donde meterte @KarendTV #Rio2016TVN;Negativo
se estan acabando los juegos y aún no se por qué la pesada de la Karen estaba comentando, si no sabe nada de deportes � #Rio2016TVN;Negativo
RT @PanchoHuerta87: ES UNA FALTA DE RESPETO QUE SE VAYAN A COMERCIALES EN MEDIO DE LA CEREMONIA DE CLAUSURA DE LOS JUEGOS OLIMPICOS! @tvn…;Negativo
#Rio2016TVN Lo mejor de #Rio2016 que los deportes se vean íntegros por TV sin la pantalla llena de propaganda. Bien por el comité olímpico!;Positivo
muy bien @TVN por la transmisión de los JJOO, ver en directo competencias de este nivel son por lejos lo más inspirador #Rio2016TVN;Positivo
RT @sapasaar: #Rio2016TVN Ayyy los voy a extrañar...buenisima transmision...abrazos desde mi Talca querido para @KarendTV #PietroCarcuro y…;Positivo
RT @OtizDoris: Estas semanas uds fueron una excelente compañía, se les va a extrañar mucho GRACIAS son un excelente equipo #Rio2016TVN @Kar…;Positivo
Karen, insufrible y nefasta su participacion en las transmisiones. No hayan donde meterte @KarendTV #Rio2016TVN;Negativo
RT @Vodkako91: Hoy sera la ultima vez q les dire METANSE LOS COMERCIALES EN LA RAJA Wnes nefastos de @TVN  #Rio2016TVN;Negativo
RT @PanchoHuerta87: CALLENSEE!!! queremos escuchar el sonido ambiente del estadio, a nadie le importa los padres adoptivos de barbara river…;Negativo
RT @michaelmullers: #Rio2016TVN públicamente gracias a nuestros 27 comentaristas y 3 relatores que colaboraron en las transmisiones de TVN.…;Positivo
ES UNA FALTA DE RESPETO QUE SE VAYAN A COMERCIALES EN MEDIO DE LA CEREMONIA DE CLAUSURA DE LOS JUEGOS OLIMPICOS! @tvn  #Rio2016TVN;Negativo
Media desordenada la ceremonia de clausura #JuegosOlimpicos #Rio2016TVN �;Negativo
RT @PanchoHuerta87: CALLENSEE!!! queremos escuchar el sonido ambiente del estadio, a nadie le importa los padres adoptivos de barbara river…;Negativo
bájenle el volumen a la Karen plis ! @TVN #CeremoniaDeClausura #Rio2016TVN;Negativo
CALLENSEE!!! queremos escuchar el sonido ambiente del estadio, a nadie le importa los padres adoptivos de barbara rivero @tvn  #Rio2016TVN;Negativo
RT @javiertl8: Medalla de oro para @TVN por tal excelente transmisión de #Rio2016TVN buen equipo y cobertura @KarendTV;Positivo
Siii!! Cállense un ratito por fa!! Queremos ESCUCHAR la ceremonia de clausura #Rio2016TVN @TVN  https://t.co/yXmmXrO2TY;Negativo
CALLENSEEEEEEE!!! queremos escuchar el sonido ambiente del estadio, a nadie le importa los juegos ODESUR. @tvn   #Rio2016TVN;Negativo
@TVN gracias por las magnificas transmisiones de #Rio2016TVN   ojala den mas deporte en la tv abierta;Positivo
Medalla de oro para @TVN por tal excelente transmisión de #Rio2016TVN buen equipo y cobertura @KarendTV;Positivo
RT @zonadeportiva1: #Rio2016TVN Gracias Amigos de TVN por traernos la fiesta del Deporte Olimpico, felicitaciones a los periodistas y todos…;Positivo
Gracias @TVN por permitir al pueblo chileno ver los juegos  por TV abierta #Rio2016TVN nos vemos en 4 años más en #Tokio2020 !!�;Positivo
Dejen de hablar por favor, queremos escuchar lo que esta pasando en el estadio!!!!!!! @tvn   #Rio2016TVN;Negativo
#Rio2016TVN Gracias Amigos de TVN por traernos la fiesta del Deporte Olimpico, felicitaciones a los periodistas y todos los que trabajaron.;Positivo
